twitter_author_id,title,full_text,sentiment,region,account_type,author,city,gender,hashtags,impact,impressions,mentioned_authors,tags,twitter_followers,twitter_following,twitter_tweets,reach_(new)
130473944,"RT @OleItumbi In every part of Kenya, DP @WilliamsRuto has been listening to Kiosk owners, market traders, farmers, boda boda riders  as he prepares to deliver a #MamaMbogaMoment through economic reforms focused on a #BottomUP approach https://t.co/kRdIIwmMra","RT @OleItumbi In every part of Kenya, DP @WilliamsRuto has been listening to Kiosk owners, market traders, farmers, boda boda riders as he prepares to deliver a #MamaMbogaMoment through economic reforms focused on a #BottomUP approach https://t.co/kRdIIwmMra",neutral,Nairobi,individual,ItsMartinChege,Nairobi,male,"#mamambogamoment, #bottomup",38.9,20866,@williamsruto,#MamaMbogaMoment,20866,19503,64503,7554
1.44E+18,RT @limited_summer Electrician be like  '  the Painter will fix it!'\n #BottomUpMuranga #riddimvybzk24 #MasculinitySaturday #BabaNaMama #WesternSupportsKKA #WorldWhiskyDay #MamaMbogaMoment https://t.co/LECouprTDC,RT @limited_summer Electrician be like ' the Painter will fix it!' #BottomUpMuranga #riddimvybzk24 #MasculinitySaturday #BabaNaMama #WesternSupportsKKA #WorldWhiskyDay #MamaMbogaMoment https://t.co/LECouprTDC,neutral,Nairobi,individual,clean_cutbarber,Nairobi,unknown,"#bottomupmuranga, #riddimvybzk24, #masculinitysaturday, #babanamama, #westernsupportskka, #worldwhiskyday, #mamambogamoment",0,300,,#MamaMbogaMoment,300,337,1873,0
1573165500,"Rao And Karua Are Atheists And AntiChrist. They Hate God, Hate The Church, Including Mama Ida., #BabaNaMama. But Ruto And His Dp Are God Fearing Men Married To Prayerful Strong Women, #MamaMbogaMoment. Need Mama Mboga Sio Mama Mmoja... #BottomUpEconomicApproach Is The Way To Go.","Rao And Karua Are Atheists And AntiChrist. They Hate God, Hate The Church, Including Mama Ida., #BabaNaMama. But Ruto And His Dp Are God Fearing Men Married To Prayerful Strong Women, #MamaMbogaMoment. Need Mama Mboga Sio Mama Mmoja... #BottomUpEconomicApproach Is The Way To Go.",negative,Nairobi,individual,Karizkhim,Nairobi,unknown,"#babanamama, #mamambogamoment, #bottomupeconomicapproach",0,1597,,#MamaMbogaMoment,1597,4657,2147,817
9.53E+17,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,Kira_maliq,Nairobi,female,"#gachagua, #mamambogamoment",0,71,,#MamaMbogaMoment,71,51,2382,0
9.11E+17,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Rift Valley,individual,DennisKallage,Nakuru,male,"#bottomupmuranga, #mamambogamoment",0,1646,@oleitumbi,#MamaMbogaMoment,1646,1599,25844,865
367249290,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,onealzy,Nairobi,unknown,"#gachagua, #mamambogamoment",0,692,,#MamaMbogaMoment,692,1728,4858,0
295697973,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Rift Valley,individual,serem_kigen,Eldoret,unknown,"#gachagua, #mamambogamoment",0,1664,,#MamaMbogaMoment,1664,2669,4852,882
3432378670,RT @asknyaora A stoic man discover himself through pain and suffering.\n\nA man build himself through struggle and bruises.\n\nA man develops hardened skin where friction and resistance builds up tension.\n\nKidero¦¦Kiambu\n#MamaMbogaMoment\n#MasculinitySaturday\n#WorldWhiskyDay,RT @asknyaora A stoic man discover himself through pain and suffering. A man build himself through struggle and bruises. A man develops hardened skin where friction and resistance builds up tension. Kidero¦¦Kiambu #MamaMbogaMoment #MasculinitySaturday #WorldWhiskyDay,neutral,Nairobi,individual,Captainhezz1,Nairobi,unknown,"#mamambogamoment, #masculinitysaturday, #worldwhiskyday",1,1804,,#MamaMbogaMoment,1804,2989,6641,1012
2436739682,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,Ronoh_1J,Nairobi,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,796,,#MamaMbogaMoment,796,3516,7956,0
9.11E+17,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,BuliloS,Nairobi,unknown,"#gachagua, #mamambogamoment",0,58,,#MamaMbogaMoment,58,381,464,0
8.14E+17,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Nairobi,individual,res_judicata3,Nairobi,unknown,"#bottomupmuranga, #mamambogamoment",0,1530,@oleitumbi,#MamaMbogaMoment,1530,4339,14535,750
1.52E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,Binhajji009,Nairobi,unknown,"#gachagua, #mamambogamoment",0,45,,#MamaMbogaMoment,45,713,735,0
1.49E+18,"RT @bets_kenya WE GIVE YOU A TOTAL ODD BETWEEN 3 & 4, \nYOU PLACE   1000 SHS  AND PAY US K SH400 after win.\n\nIF OKAY WITH THE DEAL  \nWHATSAPP  https://t.co/Yt35CReWDs FOR  Deal #MamaMbogaMoment #hbrfanzone #riddimvybzk24 #BabaNaMama #ANewCaptainisintown #MasculinitySaturday #Foden","RT @bets_kenya WE GIVE YOU A TOTAL ODD BETWEEN 3 & 4, YOU PLACE 1000 SHS AND PAY US K SH400 after win. IF OKAY WITH THE DEAL WHATSAPP https://t.co/Yt35CReWDs FOR Deal #MamaMbogaMoment #hbrfanzone #riddimvybzk24 #BabaNaMama #ANewCaptainisintown #MasculinitySaturday #Foden",neutral,Nairobi,individual,BCherich,Nairobi,unknown,"#mamambogamoment, #hbrfanzone, #riddimvybzk24, #babanamama, #anewcaptainisintown, #masculinitysaturday, #foden",14,3861,,#MamaMbogaMoment,3861,3680,11118,2453
527319018,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Rift Valley,individual,Osakakilometre,Nakuru,unknown,"#gachagua, #mamambogamoment",0,492,,#MamaMbogaMoment,492,631,1938,0
8.85E+17,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,PGitongaG,Nairobi,unknown,"#babanamama, #mamambogamoment, #bottomupmuranga",0,1318,,#MamaMbogaMoment,1318,1854,1827,527
1.27E+18,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Nairobi,individual,Bettsaisi1,Nairobi,unknown,"#bottomupmuranga, #mamambogamoment",0.5,1735,@oleitumbi,#MamaMbogaMoment,1735,2193,51074,949
97443396,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,briankimani,Nairobi,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,389,,#MamaMbogaMoment,389,1266,2493,0
2259413975,@HonAdenDuale #MamaMbogaMoment in every corner of the country,@HonAdenDuale #MamaMbogaMoment in every corner of the country,neutral,Nairobi,individual,UDAPartyKe,Nairobi,unknown,#mamambogamoment,51.3,94694,@honadenduale,#MamaMbogaMoment,94694,48,10399,15811
3331359575,"RT @BiancaWamu @BKhaniri A rare photo of kalanzo being eaten at mama Mboga's business Centre. 😂\n\nAnyway, what Kenya needs is a ""get our people out of poverty Or Mama Mboga "" moment.\n\n #MamaMbogaMoment https://t.co/WXmRtdP9q2","RT @BiancaWamu @BKhaniri A rare photo of kalanzo being eaten at mama Mboga's business Centre. 😂 Anyway, what Kenya needs is a ""get our people out of poverty Or Mama Mboga "" moment. #MamaMbogaMoment https://t.co/WXmRtdP9q2",neutral,Nairobi,individual,MulwaKirui,Nairobi,male,#mamambogamoment,9,3661,,#MamaMbogaMoment,3661,117,27103,2339
9.54E+17,RT @essyokenyuri The Hustler Nation couldn’t been more blessed with a superbly strong duo. #MamaMbogaMoment https://t.co/SRwNSNpVOk,RT @essyokenyuri The Hustler Nation couldn’t been more blessed with a superbly strong duo. #MamaMbogaMoment https://t.co/SRwNSNpVOk,neutral,Nairobi,individual,kelvin_mwebia,Nairobi,unknown,#mamambogamoment,0.9,1795,@essyokenyuri,#MamaMbogaMoment,1795,1363,21716,1004
3331359575,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,neutral,Nairobi,individual,MulwaKirui,Nairobi,male,"#mamambogamoment, #babanamama, #inawezekana",9,3661,,#MamaMbogaMoment,3661,117,27100,2339
3331359575,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,MulwaKirui,Nairobi,male,"#gachagua, #mamambogamoment",9,3661,,#MamaMbogaMoment,3661,117,27099,2339
438326515,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,johnzie2002,Nairobi,unknown,"#babanamama, #mamambogamoment, #bottomupmuranga",0,130,,#MamaMbogaMoment,130,831,2082,0
1.41E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,OlingaAbdul,Nairobi,male,"#gachagua, #mamambogamoment",0,507,,#MamaMbogaMoment,507,2165,915,0
1.34E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Coast,individual,Pat_omosh,Mombasa,male,"#gachagua, #mamambogamoment",0,378,,#MamaMbogaMoment,378,505,1929,0
574481637,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,ItsAlikim,Nairobi,unknown,"#babanamama, #mamambogamoment, #bottomupmuranga",33.2,11065,,#MamaMbogaMoment,11065,11203,19141,5255
1.47E+18,"RT @wwwasike Every relationship offers chance for two things. A Lesson or a blessing. \nIn many cases, the lesson comes as the ultimate blessing ! \n\nBlessed weekend.\n\nKibicho | Kiambu | Kidero | #MamaMbogaMoment | #Inawezekana  | #MasculinitySaturday","RT @wwwasike Every relationship offers chance for two things. A Lesson or a blessing. In many cases, the lesson comes as the ultimate blessing ! Blessed weekend. Kibicho | Kiambu | Kidero | #MamaMbogaMoment | #Inawezekana | #MasculinitySaturday",neutral,Nairobi,individual,revival_ke,Nairobi,male,"#mamambogamoment, #inawezekana, #masculinitysaturday",0,8,,#MamaMbogaMoment,8,137,52,0
4853592615,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,Highpriesttt,Nairobi,unknown,"#gachagua, #mamambogamoment",0,211,,#MamaMbogaMoment,211,660,5056,0
7.03E+17,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,juliusngugi360,Nairobi,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,167,,#MamaMbogaMoment,167,173,3161,0
204476969,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,Seksimbuyu,Nairobi,unknown,"#gachagua, #mamambogamoment",0,1539,,#MamaMbogaMoment,1539,1514,72755,759
7.47E+17,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,abraham_mwose,Nairobi,unknown,"#gachagua, #mamambogamoment",6,2924,,#MamaMbogaMoment,2924,4120,9417,1879
1.50E+18,"RT @vote_hopeke We roll our sleeves up, it's #MamaMbogaMoment, #Gachagua #Ruto #MasculinitySaturday https://t.co/B3AM7SowbW","RT @vote_hopeke We roll our sleeves up, it's #MamaMbogaMoment, #Gachagua #Ruto #MasculinitySaturday https://t.co/B3AM7SowbW",neutral,Nairobi,individual,vinskart,Nairobi,unknown,"#mamambogamoment, #gachagua, #ruto, #masculinitysaturday",0,583,@vote_hopeke,#MamaMbogaMoment,583,4084,536,0
1.08E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Rift Valley,individual,MsteEast,Nakuru,unknown,"#gachagua, #mamambogamoment",1,1812,,#MamaMbogaMoment,1812,1844,9735,1020
1.39E+18,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,Edwardkertz,Nairobi,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,203,,#MamaMbogaMoment,203,454,8509,0
3414877361,RT @uda_hustler Hustlers will always make you happy.\nlike and retweet this ifikie our deputy president gachagua.\n\n//mirema// huddah// at 16// martha karua// \n#mamambogamoment https://t.co/GeF79yyR2l,RT @uda_hustler Hustlers will always make you happy. like and retweet this ifikie our deputy president gachagua. //mirema// huddah// at 16// martha karua// #mamambogamoment https://t.co/GeF79yyR2l,positive,Nairobi,individual,engfumo,Nairobi,male,#mamambogamoment,0,1329,,#MamaMbogaMoment,1329,1450,5084,539
1.30E+18,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,neutral,Nyanza,individual,StephenOyoo13,Kisumu,unknown,"#mamambogamoment, #babanamama, #inawezekana",0,276,,#MamaMbogaMoment,276,950,8543,0
1.50E+18,RT @essyokenyuri The Hustler Nation couldn’t been more blessed with a superbly strong duo. #MamaMbogaMoment https://t.co/SRwNSNpVOk,RT @essyokenyuri The Hustler Nation couldn’t been more blessed with a superbly strong duo. #MamaMbogaMoment https://t.co/SRwNSNpVOk,neutral,Coast,individual,MaimunaSaid7,Mombasa,unknown,#mamambogamoment,0,68,@essyokenyuri,#MamaMbogaMoment,68,11,1807,0
1.18E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,JosephNgaya2,Nairobi,male,"#gachagua, #mamambogamoment",0,51,,#MamaMbogaMoment,51,283,586,0
365592558,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,sospetermkaimba,Nairobi,unknown,"#babanamama, #mamambogamoment, #bottomupmuranga",0,223,,#MamaMbogaMoment,223,947,5396,0
4762250241,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Rift Valley,individual,judetenai2,Eldoret,male,"#babanamama, #mamambogamoment, #bottomupmuranga",3.3,2214,,#MamaMbogaMoment,2214,2783,9881,1361
1.39E+18,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Nairobi,individual,Edwardkertz,Nairobi,male,"#bottomupmuranga, #mamambogamoment",0,202,@oleitumbi,#MamaMbogaMoment,202,454,8494,0
1.20E+18,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Central,individual,MikeyMuriithi,Nyeri,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,161,,#MamaMbogaMoment,161,124,2612,0
9.59E+17,RT @Nairob_sneakers Vans off the wall\nSize 38-45\nPrice 2300/=\nCall 0798542232\n\n#masculinitysaturday  Basmati  Kibicho oscar sudi   \nRiversidecornershop kidero narok #mamambogamoment https://t.co/hGzltYvsSQ,RT @Nairob_sneakers Vans off the wall Size 38-45 Price 2300/= Call 0798542232 #masculinitysaturday Basmati Kibicho oscar sudi Riversidecornershop kidero narok #mamambogamoment https://t.co/hGzltYvsSQ,neutral,Nairobi,individual,Itiswinny,Nairobi,unknown,"#masculinitysaturday, #mamambogamoment",50,80690,,#MamaMbogaMoment,80690,36648,390416,14702
8.74E+17,"RT @quatahman If you are talking about mature politics then its Martha Karua you are talking about. No insults ,No propagandas just well articulated points. \n#Inawezekana #MamaAzimio #MamaMbogaMoment #MasculinitySaturday https://t.co/qdULEE3BeU","RT @quatahman If you are talking about mature politics then its Martha Karua you are talking about. No insults ,No propagandas just well articulated points. #Inawezekana #MamaAzimio #MamaMbogaMoment #MasculinitySaturday https://t.co/qdULEE3BeU",neutral,Nairobi,individual,Ojwang44,Nairobi,unknown,"#inawezekana, #mamaazimio, #mamambogamoment, #masculinitysaturday",0,1441,,#MamaMbogaMoment,1441,2898,52808,659
1.52E+18,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,RT @WanjikuHSC They are now stealing our crowds. Irungu this was Raila Odinga crowd at Uhuru Park. Acha bana! #Gachagua #MamaMbogaMoment https://t.co/4qnbldQyy1,neutral,Nairobi,individual,john_ojunga9,Nairobi,male,"#gachagua, #mamambogamoment",0,72,,#MamaMbogaMoment,72,119,1613,0
1.51E+18,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Nairobi,individual,_jmcaleb,Nairobi,unknown,"#bottomupmuranga, #mamambogamoment",0,322,@oleitumbi,#MamaMbogaMoment,322,377,2327,0
1.20E+18,RT @Mudaki2Dickson Excellent quality and design – check 👍\nCute colors – check 👍\nComfortability – check 👍\nAmazing Discounts – triple check 👐\nQuality baby stuff only at https://t.co/74svLHrgHb #MasculinitySaturday #MamaMbogaMoment https://t.co/vx09BFX2jV,RT @Mudaki2Dickson Excellent quality and design – check 👍 Cute colors – check 👍 Comfortability – check 👍 Amazing Discounts – triple check 👐 Quality baby stuff only at https://t.co/74svLHrgHb #MasculinitySaturday #MamaMbogaMoment https://t.co/vx09BFX2jV,neutral,Eastern Kenya,individual,MugambiKibwi,Meru,unknown,"#masculinitysaturday, #mamambogamoment",0,516,,#MamaMbogaMoment,516,241,3253,0
2506182802,"Called the juggles of the Cirry🤣🤣 Once in a while, you've got to play some tricks with the landlord... It becomes tragic when a video call is involved 😂📹😂💔💔\n\n#Inawezekana\n#mamambogamoment\n#MasculinitySaturday\nBosibori\n#Kenya7s\n#rentas https://t.co/6knwU4FmIB","Called the juggles of the Cirry🤣🤣 Once in a while, you've got to play some tricks with the landlord... It becomes tragic when a video call is involved 😂📹😂💔💔 #Inawezekana #mamambogamoment #MasculinitySaturday Bosibori #Kenya7s #rentas https://t.co/6knwU4FmIB",negative,Nairobi,individual,Komondi_Otieno,Nairobi,unknown,"#inawezekana, #mamambogamoment, #masculinitysaturday, #kenya7s, #rentas",12.4,140,,#MamaMbogaMoment,140,132,1133,0
9.96E+17,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,RT @OleItumbi #BottomUpMuranga - A #MamaMbogaMoment,neutral,Nairobi,individual,NeddoTatayo,Nairobi,male,"#bottomupmuranga, #mamambogamoment",17.7,4128,@oleitumbi,#MamaMbogaMoment,4128,4762,33470,2601
1.47E+18,"RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga","RT @NyoroNdindi Karua is an atheist & antichrist , Mganga obviously the same; they hate God, hate the church, including mama Ida., #BabaNaMama. But Ruto & his deputy are God fearing men married to prayerful strong women, #MamaMbogaMoment . We are African & Africa is business #BottomUpMuranga",negative,Nairobi,individual,Ibrahimstayo,Nairobi,male,"#babanamama, #mamambogamoment, #bottomupmuranga",0,320,,#MamaMbogaMoment,320,177,3050,0
1.35E+18,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,RT @RealHezena They are lying to you that it's a #MamaMbogaMoment while all of them are looters and have graft cases. Let's All support #BabaNaMama #Inawezekana https://t.co/J6hMG7Feux,neutral,Nyanza,individual,D_Mwoki,Kisumu,unknown,"#mamambogamoment, #babanamama, #inawezekana",0,73,,#MamaMbogaMoment,73,1035,612,0
